time,hexPayload
2021-06-14T15:30:09.026Z,8b000015da
2021-06-14T15:31:09.014Z,9a000015db
2021-06-14T15:32:09.019Z,a1000015dc
2021-06-14T15:33:09.010Z,9c000015dd
2021-06-14T15:34:09.016Z,7d000015de
2021-06-14T15:35:09.014Z,85000015df
2021-06-14T15:36:09.012Z,77000015e0
2021-06-14T15:37:09.004Z,8b000015e1
2021-06-14T15:38:09.005Z,9c000015e2
2021-06-14T15:39:09.003Z,78000015e3
2021-06-14T15:45:12.049Z,a0000015e4
2021-06-14T15:46:08.251Z,9f000015e5
2021-06-14T15:47:08.936Z,94000015e6
2021-06-14T15:48:08.934Z,8f000015e7
2021-06-14T15:49:08.937Z,95000015e8
2021-06-14T15:50:08.934Z,a7000015e9
2021-06-14T15:51:08.937Z,75000015ea
2021-06-14T15:52:08.936Z,77000015eb
2021-06-14T15:53:08.926Z,88000015ec
2021-06-14T15:54:08.932Z,8d000015ed
2021-06-14T15:55:08.925Z,8c000015ee
2021-06-14T15:56:08.927Z,73000015ef
2021-06-14T15:57:08.922Z,85000015f0
2021-06-14T15:58:08.919Z,8c000015f1
2021-06-14T15:59:08.918Z,a1000015f2
2021-06-14T16:00:08.920Z,6e000015f3
2021-06-14T16:01:08.917Z,a4000015f4
2021-06-14T16:02:08.913Z,99000015f5
2021-06-14T16:04:08.917Z,9e000015f6
2021-06-14T16:05:08.913Z,80000015f7
2021-06-14T16:06:08.911Z,94000015f8
2021-06-14T16:07:08.906Z,75000015f9
2021-06-14T16:08:08.903Z,90000015fa
2021-06-14T16:09:08.900Z,a0000015fb
2021-06-14T16:10:08.904Z,a1000015fc
2021-06-14T16:11:08.897Z,9e000015fd
2021-06-14T16:12:08.895Z,a7000015fe
2021-06-14T16:13:08.898Z,84000015ff
2021-06-14T16:14:08.895Z,7f00001600
2021-06-14T16:15:08.898Z,9f00001601
2021-06-14T16:16:08.891Z,7f00001602
2021-06-14T16:17:08.894Z,8d00001603
2021-06-14T16:18:08.896Z,9600001604
2021-06-14T16:19:08.891Z,8800001605
2021-06-14T16:20:08.892Z,9f00001606
2021-06-14T16:21:08.886Z,9100001607
2021-06-14T16:22:08.881Z,8800001608
2021-06-14T16:23:08.879Z,8a00001609
2021-06-14T16:24:08.878Z,760000160a
2021-06-14T16:25:08.880Z,910000160b
2021-06-14T16:26:08.877Z,7b0000160c
2021-06-14T16:27:08.878Z,a40000160d
2021-06-14T16:28:08.876Z,950000160e
2021-06-14T16:29:08.873Z,8d0000160f
2021-06-14T16:30:08.877Z,7c00001610
2021-06-14T16:31:08.869Z,8600001611
2021-06-14T16:32:08.870Z,a700001612
2021-06-14T16:33:08.864Z,9700001613
2021-06-14T16:34:08.869Z,9700001614
2021-06-14T16:35:08.863Z,9000001615
2021-06-14T16:36:08.859Z,9300001616
2021-06-14T16:37:08.857Z,9f00001617
2021-06-14T16:38:08.859Z,9a00001618
2021-06-14T16:39:08.856Z,7800001619
2021-06-14T16:40:08.852Z,a70000161a
2021-06-14T16:45:11.908Z,790000161b
2021-06-14T16:46:08.402Z,730000161c
2021-06-14T16:47:08.794Z,8d0000161d
2021-06-14T16:48:08.795Z,920000161e
2021-06-14T16:49:08.788Z,a10000161f
2021-06-14T16:50:08.787Z,7000001620
2021-06-14T16:51:08.782Z,9400001621
2021-06-14T16:52:08.782Z,7200001622
2021-06-14T16:53:08.783Z,7b00001623
2021-06-14T16:54:08.785Z,8a00001624
2021-06-14T16:55:08.783Z,8700001625
2021-06-14T16:56:08.779Z,7a00001626
2021-06-14T16:57:08.775Z,a400001627
2021-06-14T16:58:08.778Z,9700001628
2021-06-14T16:59:08.772Z,a300001629
2021-06-14T17:00:08.769Z,890000162a
2021-06-14T17:01:08.771Z,a00000162b
2021-06-14T17:02:08.768Z,a10000162c
2021-06-14T17:03:08.764Z,880000162d
2021-06-14T17:04:08.767Z,830000162e
2021-06-14T17:05:08.762Z,750000162f
2021-06-14T17:06:08.762Z,7200001630
2021-06-14T17:07:08.763Z,9100001631
2021-06-14T17:08:08.762Z,7500001632
2021-06-14T17:09:08.752Z,8b00001633
2021-06-14T17:10:08.757Z,8f00001634
2021-06-14T17:11:08.755Z,7b00001635
2021-06-14T17:12:08.752Z,7000001636
2021-06-14T17:13:08.755Z,8c00001637
2021-06-14T17:14:08.747Z,8000001638
2021-06-14T17:15:08.743Z,9b00001639
2021-06-14T17:16:08.743Z,810000163a
2021-06-14T17:17:08.747Z,990000163b
2021-06-14T17:18:08.748Z,780000163c
2021-06-14T17:19:08.737Z,9a0000163d
2021-06-14T17:20:08.739Z,740000163e
2021-06-14T17:21:08.741Z,930000163f
2021-06-14T17:22:08.738Z,7d00001640
2021-06-14T17:23:08.739Z,7300001641
2021-06-14T17:24:08.731Z,a100001642
2021-06-14T17:25:08.732Z,7a00001643
2021-06-14T17:26:08.725Z,9900001644
2021-06-14T17:27:08.727Z,7700001645
2021-06-14T17:28:08.724Z,8300001646
2021-06-14T17:29:08.720Z,a400001647
2021-06-14T17:30:08.724Z,9800001648
2021-06-14T17:31:08.730Z,7e00001649
2021-06-14T17:32:08.724Z,6f0000164a
2021-06-14T17:33:08.716Z,a10000164b
2021-06-14T17:34:08.721Z,6c0000164c
2021-06-14T17:35:08.712Z,940000164d
2021-06-14T17:36:08.718Z,710000164e
2021-06-14T17:37:08.717Z,800000164f
2021-06-14T17:38:08.714Z,9200001650
2021-06-14T17:39:08.708Z,6c00001651
2021-06-14T17:40:08.707Z,9900001652
2021-06-14T17:45:11.751Z,7300001653
2021-06-14T17:46:07.958Z,a400001654
2021-06-14T17:47:08.647Z,7800001655
2021-06-14T17:48:08.641Z,8f00001656
2021-06-14T17:49:08.644Z,a200001657
2021-06-14T17:50:08.636Z,a600001658
2021-06-14T17:51:08.635Z,6f00001659
2021-06-14T17:52:08.638Z,8f0000165a
2021-06-14T17:53:08.639Z,910000165b
2021-06-14T17:54:08.634Z,840000165c
2021-06-14T17:55:08.634Z,6c0000165d
2021-06-14T17:56:08.634Z,760000165e
2021-06-14T17:57:08.632Z,7e0000165f
2021-06-14T17:58:08.631Z,9500001660
2021-06-14T17:59:08.629Z,7000001661
2021-06-14T18:00:08.626Z,a200001662
2021-06-14T18:01:08.618Z,8a00001663
2021-06-14T18:02:08.624Z,7200001664
2021-06-14T18:03:08.623Z,8c00001665
2021-06-14T18:04:08.613Z,9200001666
2021-06-14T18:05:08.619Z,8900001667
2021-06-14T18:06:08.612Z,6e00001668
2021-06-14T18:07:08.616Z,9f00001669
2021-06-14T18:08:08.611Z,8c0000166a
2021-06-14T18:09:08.608Z,740000166b
2021-06-14T18:10:08.612Z,a40000166c
2021-06-14T18:11:08.606Z,960000166d
2021-06-14T18:12:08.607Z,820000166e
2021-06-14T18:13:08.603Z,870000166f
2021-06-14T18:14:08.606Z,9200001670
2021-06-14T18:15:08.596Z,a700001671
2021-06-14T18:16:08.598Z,7300001672
2021-06-14T18:17:08.600Z,7c00001673
2021-06-14T18:18:08.590Z,9300001674
2021-06-14T18:19:08.591Z,9600001675
2021-06-14T18:20:08.586Z,a500001676
2021-06-14T18:21:08.587Z,9200001677
2021-06-14T18:22:08.589Z,7100001678
2021-06-14T18:23:08.586Z,6e00001679
2021-06-14T18:24:08.581Z,980000167a
2021-06-14T18:25:08.580Z,a30000167b
2021-06-14T18:26:08.586Z,700000167c
2021-06-14T18:27:08.580Z,930000167d
2021-06-14T18:28:08.578Z,940000167e
2021-06-14T18:29:08.576Z,820000167f
2021-06-14T18:30:08.578Z,a200001680
2021-06-14T18:31:08.580Z,8900001681
2021-06-14T18:32:08.574Z,9100001682
2021-06-14T18:33:08.575Z,a700001683
2021-06-14T18:34:08.573Z,7300001684
2021-06-14T18:35:08.566Z,a400001685
2021-06-14T18:36:08.561Z,a700001686
2021-06-14T18:37:08.566Z,9d00001687
2021-06-14T18:38:08.566Z,a600001688
2021-06-14T18:39:08.559Z,9100001689
2021-06-14T18:40:08.561Z,a40000168a
2021-06-14T18:45:11.603Z,910000168b
2021-06-14T18:46:07.807Z,8b0000168c
2021-06-14T18:47:08.497Z,830000168d
2021-06-14T18:48:08.498Z,800000168e
2021-06-14T18:49:08.495Z,820000168f
2021-06-14T18:51:08.492Z,6f00001690
2021-06-14T18:52:08.487Z,7200001691
2021-06-14T18:53:08.491Z,6c00001692
2021-06-14T18:54:08.490Z,6f00001693
2021-06-14T18:55:08.488Z,9c00001694
2021-06-14T18:56:08.487Z,9e00001695
2021-06-14T18:57:08.478Z,8d00001696
2021-06-14T18:58:08.478Z,7300001697
2021-06-14T19:00:08.476Z,9200001698
2021-06-14T19:02:08.478Z,9400001699
2021-06-14T19:03:08.469Z,920000169a
2021-06-14T19:04:08.465Z,a30000169b
2021-06-14T19:05:08.480Z,7e0000169c
2021-06-14T19:06:08.465Z,7b0000169d
2021-06-14T19:07:08.468Z,a50000169e
2021-06-14T19:08:08.464Z,6e0000169f
2021-06-14T19:09:08.459Z,a5000016a0
2021-06-14T19:10:08.466Z,91000016a1
2021-06-14T19:11:08.461Z,72000016a2
2021-06-14T19:12:08.461Z,78000016a3
2021-06-14T19:13:08.461Z,71000016a4
2021-06-14T19:14:08.454Z,73000016a5
2021-06-14T19:15:08.448Z,a3000016a6
2021-06-14T19:16:08.451Z,91000016a7
2021-06-14T19:17:08.454Z,a7000016a8
2021-06-14T19:18:08.451Z,74000016a9
2021-06-14T19:19:08.444Z,71000016aa
2021-06-14T19:20:08.444Z,9f000016ab
2021-06-14T19:21:08.444Z,83000016ac
2021-06-14T19:22:08.440Z,a5000016ad
2021-06-14T19:23:08.444Z,95000016ae
2021-06-14T19:24:08.437Z,71000016af
2021-06-14T19:25:08.436Z,8c000016b0
2021-06-14T19:26:08.437Z,77000016b1
2021-06-14T19:27:08.436Z,89000016b2
2021-06-14T19:28:08.434Z,a4000016b3
2021-06-14T19:29:08.426Z,a6000016b4
2021-06-14T19:30:08.430Z,76000016b5
2021-06-14T19:31:08.435Z,72000016b6
2021-06-14T19:32:08.424Z,84000016b7
2021-06-14T19:33:08.422Z,83000016b8
2021-06-14T19:34:08.419Z,96000016b9
2021-06-14T19:35:08.418Z,91000016ba
2021-06-14T19:36:08.416Z,80000016bb
2021-06-14T19:37:08.414Z,7c000016bc
2021-06-14T19:38:08.412Z,71000016bd
2021-06-14T19:39:08.417Z,9e000016be
2021-06-14T19:40:08.417Z,a7000016bf
2021-06-14T19:45:11.461Z,6e000016c0
2021-06-14T19:46:07.665Z,93000016c1
2021-06-14T19:47:08.351Z,95000016c2
2021-06-14T19:48:08.352Z,7f000016c3
2021-06-14T19:49:08.349Z,8b000016c4
2021-06-14T19:50:08.347Z,9c000016c5
2021-06-14T19:51:08.342Z,73000016c6
2021-06-14T19:52:08.342Z,90000016c7
2021-06-14T19:53:08.338Z,8e000016c8
2021-06-14T19:54:08.335Z,83000016c9
2021-06-14T19:55:08.336Z,98000016ca
2021-06-14T19:56:08.334Z,a2000016cb
2021-06-14T19:57:08.336Z,a7000016cc
2021-06-14T19:58:08.335Z,6c000016cd
2021-06-14T19:59:08.333Z,97000016ce
2021-06-14T20:00:08.326Z,95000016cf
2021-06-14T20:01:08.332Z,6c000016d0
2021-06-14T20:02:08.324Z,71000016d1
2021-06-14T20:03:08.330Z,73000016d2
2021-06-14T20:04:08.318Z,93000016d3
2021-06-14T20:05:08.326Z,90000016d4
2021-06-14T20:06:08.320Z,7e000016d5
2021-06-14T20:07:08.322Z,7e000016d6
2021-06-14T20:08:08.318Z,8a000016d7
2021-06-14T20:09:08.316Z,72000016d8
2021-06-14T20:10:08.310Z,7d000016d9
2021-06-14T20:11:08.312Z,96000016da
2021-06-14T20:12:08.314Z,78000016db
2021-06-14T20:13:08.307Z,8c000016dc
2021-06-14T20:14:08.307Z,94000016dd
2021-06-14T20:15:08.302Z,99000016de
2021-06-14T20:16:08.299Z,76000016df
2021-06-14T20:17:08.301Z,a0000016e0
2021-06-14T20:18:08.297Z,a7000016e1
2021-06-14T20:19:08.298Z,93000016e2
2021-06-14T20:20:08.301Z,84000016e3
2021-06-14T20:21:08.301Z,80000016e4
2021-06-14T20:22:08.290Z,72000016e5
2021-06-14T20:23:08.293Z,9d000016e6
2021-06-14T20:24:08.291Z,a4000016e7
2021-06-14T20:25:08.291Z,91000016e8
2021-06-14T20:26:08.288Z,77000016e9
2021-06-14T20:27:08.292Z,95000016ea
2021-06-14T20:28:08.285Z,90000016eb
2021-06-14T20:29:08.284Z,90000016ec
2021-06-14T20:30:08.281Z,94000016ed
2021-06-14T20:31:08.290Z,90000016ee
2021-06-14T20:32:08.281Z,83000016ef
2021-06-14T20:33:08.272Z,9a000016f0
2021-06-14T20:34:08.275Z,8f000016f1
2021-06-14T20:35:08.269Z,7e000016f2
2021-06-14T20:36:08.268Z,9b000016f3
2021-06-14T20:37:08.268Z,a4000016f4
2021-06-14T20:38:08.267Z,86000016f5
2021-06-14T20:39:08.270Z,85000016f6
2021-06-14T20:40:08.265Z,8d000016f7
2021-06-14T20:45:11.317Z,83000016f8
2021-06-14T20:46:07.519Z,7e000016f9
2021-06-14T20:47:08.201Z,92000016fa
2021-06-14T20:48:08.200Z,9b000016fb
2021-06-14T20:49:08.200Z,99000016fc
2021-06-14T20:50:08.198Z,a1000016fd
2021-06-14T20:51:08.202Z,9e000016fe
2021-06-14T20:52:08.198Z,7f000016ff
2021-06-14T20:53:08.193Z,9d00001700
2021-06-14T20:54:08.193Z,7100001701
2021-06-14T20:56:08.188Z,a700001702
2021-06-14T20:57:08.187Z,8500001703
2021-06-14T20:58:08.188Z,7a00001704
2021-06-14T20:59:08.183Z,7b00001705
2021-06-14T21:00:08.186Z,8600001706
2021-06-14T21:01:08.186Z,8d00001707
2021-06-14T21:02:08.176Z,9900001708
2021-06-14T21:03:08.182Z,8000001709
2021-06-14T21:04:08.173Z,740000170a
2021-06-14T21:05:08.173Z,7d0000170b
2021-06-14T21:06:08.169Z,9d0000170c
2021-06-14T21:07:08.169Z,8d0000170d
2021-06-14T21:08:08.166Z,a30000170e
2021-06-14T21:09:08.164Z,720000170f
2021-06-14T21:10:08.167Z,8700001710
2021-06-14T21:11:08.165Z,7b00001711
2021-06-14T21:12:08.162Z,a400001712
2021-06-14T21:13:08.163Z,8c00001713
2021-06-14T21:14:08.158Z,8100001714
2021-06-14T21:15:08.158Z,9000001715
2021-06-14T21:16:08.162Z,7000001716
2021-06-14T21:17:08.158Z,8000001717
2021-06-14T21:18:08.155Z,a600001718
2021-06-14T21:19:08.157Z,8000001719
2021-06-14T21:20:08.154Z,7d0000171a
2021-06-14T21:21:08.152Z,920000171b
2021-06-14T21:22:08.153Z,860000171c
2021-06-14T21:23:08.144Z,6d0000171d
2021-06-14T21:24:08.148Z,a40000171e
2021-06-14T21:25:08.147Z,a40000171f
2021-06-14T21:26:08.141Z,8f00001720
2021-06-14T21:27:08.136Z,9c00001721
2021-06-14T21:28:08.141Z,8e00001722
2021-06-14T21:29:08.142Z,8900001723
2021-06-14T21:30:08.139Z,8e00001724
2021-06-14T21:31:08.137Z,8e00001725
2021-06-14T21:32:08.128Z,7800001726
2021-06-14T21:33:08.128Z,8f00001727
2021-06-14T21:34:08.128Z,9d00001728
2021-06-14T21:35:08.131Z,7100001729
2021-06-14T21:36:08.123Z,a50000172a
2021-06-14T21:37:08.123Z,970000172b
2021-06-14T21:38:08.121Z,8d0000172c
2021-06-14T21:39:08.117Z,840000172d
2021-06-14T21:40:08.117Z,9c0000172e
2021-06-14T21:45:11.167Z,780000172f
2021-06-14T21:46:07.373Z,a600001730
2021-06-14T21:47:08.058Z,9100001731
2021-06-14T21:48:08.055Z,9600001732
2021-06-14T21:49:08.050Z,a400001733
2021-06-14T21:50:08.058Z,a600001734
2021-06-14T21:51:08.052Z,a200001735
2021-06-14T21:52:08.051Z,8d00001736
2021-06-14T21:53:08.047Z,8500001737
2021-06-14T21:54:08.051Z,8000001738
2021-06-14T21:55:08.047Z,7500001739
2021-06-14T21:56:08.046Z,8a0000173a
2021-06-14T21:57:08.039Z,920000173b
2021-06-14T21:58:08.040Z,8e0000173c
2021-06-14T21:59:08.042Z,850000173d
2021-06-14T22:00:08.038Z,6c0000173e
2021-06-14T22:01:08.033Z,8a0000173f
2021-06-14T22:02:08.038Z,a600001740
2021-06-14T22:03:08.036Z,a300001741
2021-06-14T22:04:08.026Z,7c00001742
2021-06-14T22:05:08.026Z,7500001743
2021-06-14T22:06:08.028Z,8100001744
2021-06-14T22:07:08.022Z,a700001745
2021-06-14T22:08:08.026Z,7700001746
2021-06-14T22:09:08.026Z,a100001747
2021-06-14T22:10:08.024Z,7200001748
2021-06-14T22:11:08.021Z,9200001749
2021-06-14T22:12:08.018Z,790000174a
2021-06-14T22:13:08.012Z,710000174b
2021-06-14T22:14:08.014Z,770000174c
2021-06-14T22:15:08.012Z,6e0000174d
2021-06-14T22:16:08.015Z,a30000174e
2021-06-14T22:17:08.011Z,930000174f
2021-06-14T22:18:08.012Z,9000001750
2021-06-14T22:19:08.011Z,8500001751
2021-06-14T22:20:08.010Z,8d00001752
2021-06-14T22:21:08.000Z,a200001753
2021-06-14T22:22:08.003Z,8700001754
2021-06-14T22:23:08.005Z,8f00001755
2021-06-14T22:24:07.997Z,9000001756
2021-06-14T22:25:08.002Z,9c00001757
2021-06-14T22:26:07.998Z,a500001758
2021-06-14T22:27:07.996Z,a100001759
2021-06-14T22:28:07.998Z,990000175a
2021-06-14T22:29:07.987Z,740000175b
2021-06-14T22:30:07.994Z,750000175c
2021-06-14T22:31:07.991Z,6c0000175d
2021-06-14T22:32:07.987Z,930000175e
2021-06-14T22:33:07.987Z,9a0000175f
2021-06-14T22:34:07.988Z,9b00001760
2021-06-14T22:35:07.984Z,8200001761
2021-06-14T22:36:07.977Z,8300001762
2021-06-14T22:37:07.983Z,a600001763
2021-06-14T22:38:07.973Z,8900001764
2021-06-14T22:39:07.979Z,a400001765
2021-06-14T22:40:07.970Z,8d00001766
2021-06-14T22:45:11.026Z,8000001767
2021-06-14T22:46:07.222Z,9400001768
2021-06-14T22:47:07.913Z,7700001769
2021-06-14T22:48:07.904Z,7e0000176a
2021-06-14T22:49:07.906Z,800000176b
2021-06-14T22:50:07.909Z,880000176c
2021-06-14T22:51:07.904Z,900000176d
2021-06-14T22:52:07.903Z,770000176e
2021-06-14T22:53:07.906Z,a70000176f
2021-06-14T22:54:07.898Z,7900001770
2021-06-14T22:55:07.897Z,6e00001771
2021-06-14T22:56:07.897Z,9400001772
2021-06-14T22:57:07.896Z,9300001773
2021-06-14T22:58:07.896Z,6e00001774
2021-06-14T22:59:07.889Z,9800001775
2021-06-14T23:00:07.895Z,7500001776
2021-06-14T23:01:07.884Z,a600001777
2021-06-14T23:02:07.885Z,7900001778
2021-06-14T23:03:07.883Z,7600001779
2021-06-14T23:04:07.878Z,920000177a
2021-06-14T23:05:07.878Z,9b0000177b
2021-06-14T23:06:07.885Z,950000177c
2021-06-14T23:07:07.878Z,6e0000177d
2021-06-14T23:08:07.874Z,960000177e
2021-06-14T23:09:07.873Z,a20000177f
2021-06-14T23:10:07.872Z,6c00001780
2021-06-14T23:11:07.876Z,9800001781
2021-06-14T23:12:07.869Z,9d00001782
2021-06-14T23:13:07.871Z,9900001783
2021-06-14T23:14:07.867Z,7200001784
2021-06-14T23:16:07.868Z,7f00001785
2021-06-14T23:17:07.859Z,8b00001786
2021-06-14T23:18:07.862Z,9c00001787
2021-06-14T23:19:07.858Z,9c00001788
2021-06-14T23:20:07.860Z,9900001789
2021-06-14T23:21:07.857Z,8c0000178a
2021-06-14T23:22:07.853Z,970000178b
2021-06-14T23:23:07.849Z,900000178c
2021-06-14T23:24:07.853Z,800000178d
2021-06-14T23:25:07.846Z,840000178e
2021-06-14T23:26:07.846Z,970000178f
2021-06-14T23:27:07.843Z,9600001790
2021-06-14T23:28:07.846Z,9200001791
2021-06-14T23:29:07.845Z,a300001792
2021-06-14T23:30:07.836Z,9300001793
2021-06-14T23:31:07.841Z,8300001794
2021-06-14T23:32:07.836Z,9200001795
2021-06-14T23:33:07.839Z,8e00001796
2021-06-14T23:34:07.837Z,9500001797
2021-06-14T23:35:07.831Z,8400001798
2021-06-14T23:36:07.832Z,9d00001799
2021-06-14T23:37:07.827Z,7c0000179a
2021-06-14T23:38:07.832Z,8f0000179b
2021-06-14T23:39:07.827Z,740000179c
2021-06-14T23:40:07.825Z,910000179d
2021-06-14T23:45:10.868Z,6f0000179e
2021-06-14T23:46:07.079Z,6d0000179f
2021-06-14T23:47:07.763Z,6d000017a0
2021-06-14T23:48:07.765Z,72000017a1
2021-06-14T23:49:07.762Z,9b000017a2
2021-06-14T23:50:07.760Z,73000017a3
2021-06-14T23:51:07.760Z,83000017a4
2021-06-14T23:52:07.755Z,7b000017a5
2021-06-14T23:53:07.755Z,77000017a6
2021-06-14T23:54:07.748Z,87000017a7
2021-06-14T23:55:07.749Z,96000017a8
2021-06-14T23:56:07.752Z,79000017a9
2021-06-14T23:57:07.747Z,85000017aa
2021-06-14T23:58:07.745Z,9c000017ab
2021-06-14T23:59:07.744Z,a7000017ac
2021-06-15T00:00:07.742Z,a7000017ad
2021-06-15T00:01:07.735Z,98000017ae
2021-06-15T00:02:07.743Z,71000017af
2021-06-15T00:03:07.732Z,8a000017b0
2021-06-15T00:04:07.737Z,a4000017b1
2021-06-15T00:05:07.736Z,77000017b2
2021-06-15T00:06:07.733Z,7f000017b3
2021-06-15T00:07:07.735Z,93000017b4
2021-06-15T00:08:07.730Z,9b000017b5
2021-06-15T00:09:07.731Z,99000017b6
2021-06-15T00:10:07.730Z,72000017b7
2021-06-15T00:11:07.728Z,80000017b8
2021-06-15T00:12:07.721Z,90000017b9
2021-06-15T00:13:07.720Z,a2000017ba
2021-06-15T00:14:07.722Z,a3000017bb
2021-06-15T00:15:07.722Z,7d000017bc
2021-06-15T00:16:07.715Z,74000017bd
2021-06-15T00:18:07.712Z,77000017be
2021-06-15T00:19:07.713Z,95000017bf
2021-06-15T00:20:07.706Z,70000017c0
2021-06-15T00:21:07.704Z,a4000017c1
2021-06-15T00:22:07.711Z,86000017c2
2021-06-15T00:23:07.705Z,a4000017c3
2021-06-15T00:24:07.703Z,a5000017c4
2021-06-15T00:25:07.698Z,9b000017c5
2021-06-15T00:26:07.696Z,a2000017c6
2021-06-15T00:27:07.696Z,76000017c7
2021-06-15T00:29:07.695Z,75000017c8
2021-06-15T00:30:07.693Z,9c000017c9
2021-06-15T00:31:07.688Z,90000017ca
2021-06-15T00:32:07.697Z,9f000017cb
2021-06-15T00:33:07.691Z,9a000017cc
2021-06-15T00:34:07.682Z,8a000017cd
2021-06-15T00:35:07.686Z,90000017ce
2021-06-15T00:36:07.682Z,7a000017cf
2021-06-15T00:37:07.681Z,81000017d0
2021-06-15T00:38:07.676Z,a3000017d1
2021-06-15T00:39:07.675Z,8e000017d2
2021-06-15T00:40:07.676Z,70000017d3
2021-06-15T00:45:10.727Z,73000017d4
2021-06-15T00:46:06.929Z,9d000017d5
2021-06-15T00:47:07.616Z,7a000017d6
2021-06-15T00:48:07.614Z,73000017d7
2021-06-15T00:49:07.617Z,7d000017d8
2021-06-15T00:50:07.615Z,8d000017d9
2021-06-15T00:51:07.612Z,6e000017da
2021-06-15T00:52:07.605Z,9f000017db
2021-06-15T00:53:07.610Z,95000017dc
2021-06-15T00:54:07.602Z,8a000017dd
2021-06-15T00:55:07.600Z,8b000017de
2021-06-15T00:56:07.602Z,85000017df
2021-06-15T00:57:07.597Z,92000017e0
2021-06-15T00:58:07.600Z,99000017e1
2021-06-15T00:59:07.598Z,a2000017e2
2021-06-15T01:00:07.596Z,96000017e3
2021-06-15T01:01:07.587Z,9e000017e4
2021-06-15T01:02:07.595Z,a5000017e5
2021-06-15T01:03:07.589Z,98000017e6
2021-06-15T01:04:07.592Z,75000017e7
2021-06-15T01:05:07.586Z,96000017e8
2021-06-15T01:06:07.581Z,78000017e9
2021-06-15T01:07:07.577Z,8d000017ea
2021-06-15T01:08:07.578Z,96000017eb
2021-06-15T01:09:07.579Z,94000017ec
2021-06-15T01:10:07.582Z,73000017ed
2021-06-15T01:11:07.573Z,94000017ee
2021-06-15T01:12:07.574Z,74000017ef
2021-06-15T01:13:07.569Z,a4000017f0
2021-06-15T01:14:07.570Z,7a000017f1
2021-06-15T01:15:07.568Z,a5000017f2
2021-06-15T01:16:07.564Z,98000017f3
2021-06-15T01:17:07.571Z,6f000017f4
2021-06-15T01:18:07.566Z,83000017f5
2021-06-15T01:19:07.561Z,76000017f6
2021-06-15T01:20:07.562Z,93000017f7
2021-06-15T01:21:07.564Z,95000017f8
2021-06-15T01:22:07.562Z,a7000017f9
2021-06-15T01:23:07.555Z,8d000017fa
2021-06-15T01:24:07.555Z,9d000017fb
2021-06-15T01:25:07.550Z,85000017fc
2021-06-15T01:26:07.554Z,84000017fd
2021-06-15T01:27:07.553Z,a6000017fe
2021-06-15T01:28:07.548Z,76000017ff
2021-06-15T01:29:07.545Z,8c00001800
2021-06-15T01:30:07.544Z,7400001801
2021-06-15T01:31:07.549Z,8800001802
2021-06-15T01:32:07.550Z,9100001803
2021-06-15T01:33:07.555Z,7e00001804
2021-06-15T01:34:07.540Z,9200001805
2021-06-15T01:35:07.534Z,8200001806
2021-06-15T01:37:07.529Z,7000001807
2021-06-15T01:38:07.528Z,a400001808
2021-06-15T01:39:07.530Z,9e00001809
2021-06-15T01:40:07.535Z,a60000180a
2021-06-15T01:45:10.572Z,970000180b
2021-06-15T01:46:06.779Z,9a0000180c
2021-06-15T01:47:07.462Z,710000180d
2021-06-15T01:48:07.468Z,7b0000180e
2021-06-15T01:49:07.465Z,7f0000180f
2021-06-15T01:50:07.465Z,8a00001810
2021-06-15T01:51:07.458Z,9500001811
2021-06-15T01:52:07.457Z,6d00001812
2021-06-15T01:53:07.458Z,9f00001813
2021-06-15T01:54:07.450Z,6f00001814
2021-06-15T01:55:07.457Z,8800001815
2021-06-15T01:56:07.450Z,9c00001816
2021-06-15T01:57:07.452Z,8300001817
2021-06-15T01:58:07.445Z,9b00001818
2021-06-15T01:59:07.449Z,8500001819
2021-06-15T02:00:07.444Z,970000181a
2021-06-15T02:01:07.447Z,8c0000181b
2021-06-15T02:02:07.440Z,780000181c
2021-06-15T02:03:07.444Z,9f0000181d
2021-06-15T02:04:07.443Z,940000181e
2021-06-15T02:05:07.440Z,830000181f
2021-06-15T02:06:07.440Z,8a00001820
2021-06-15T02:07:07.433Z,7200001821
2021-06-15T02:08:07.436Z,7600001822
2021-06-15T02:09:07.433Z,8100001823
2021-06-15T02:10:07.433Z,8200001824
2021-06-15T02:12:07.425Z,7000001825
2021-06-15T02:13:07.428Z,9c00001826
2021-06-15T02:14:07.427Z,6d00001827
2021-06-15T02:15:07.427Z,8700001828
2021-06-15T02:16:07.423Z,6e00001829
2021-06-15T02:17:07.423Z,9f0000182a
2021-06-15T02:18:07.416Z,6d0000182b
2021-06-15T02:19:07.417Z,740000182c
2021-06-15T02:20:07.410Z,7a0000182d
2021-06-15T02:21:07.413Z,900000182e
2021-06-15T02:22:07.413Z,8e0000182f
2021-06-15T02:23:07.413Z,9f00001830
2021-06-15T02:24:07.407Z,9900001831
2021-06-15T02:25:07.406Z,8800001832
2021-06-15T02:26:07.401Z,a400001833
2021-06-15T02:27:07.402Z,a000001834
2021-06-15T02:28:07.398Z,9b00001835
2021-06-15T02:29:07.401Z,a600001836
2021-06-15T02:30:07.400Z,8300001837
2021-06-15T02:31:07.394Z,9400001838
